
2000-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2001-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2002-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2003-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2004-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2005-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2006-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2007-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2008-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2009-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2010-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2011-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear

2012-01-01 00:00:00^^http://www.w3.org/2001/XMLSchema#gYear
