2011
http://data.cso.ie/census-2011/classification/household-year-built/1919-1945
http://data.cso.ie/census-2011/classification/household-year-built/1946-1960
http://data.cso.ie/census-2011/classification/household-year-built/1961-1970
http://data.cso.ie/census-2011/classification/household-year-built/1971-1980
http://data.cso.ie/census-2011/classification/household-year-built/1981-1990
http://data.cso.ie/census-2011/classification/household-year-built/1991-2000
http://data.cso.ie/census-2011/classification/household-year-built/2001-2005
http://data.cso.ie/census-2011/classification/household-year-built/2006_or_later
http://data.cso.ie/census-2011/classification/household-year-built/all
http://data.cso.ie/census-2011/classification/household-year-built/not_stated
http://data.cso.ie/census-2011/classification/household-year-built/pre_1919
