http://www.w3.org/2000/01/rdf-schema#label
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/ENV
Total environmental taxes
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/NRG
Energy taxes
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/POL
Pollution taxes
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/POL_RES
Taxes on Pollution/Resources
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/RES
Resource taxes
http://dd.eionet.europa.eu/vocabulary/eurostat/tax/TRA
Transport taxes
